YEAR,QUARTER,HOUSING TYPE,MEDIAN HOUSING PRICE,MEDIAN AFTER TAX FAMILY INCOME,PRIME INTEREST RATE,QUARTERLY PAYMENT,PAYMENT TO INCOME PERCENT,HISTORICAL AVERAGE PAYMENT TO INCOME PERCENT,NUMBER OF RESALES
1979,1,Single-detached,56000.0,21211.09838,11.96153846,1638.624101,30.9012588,42.17672164,2598
1979,1,Apartment,45335.0,21211.09838,11.96153846,1326.553993,25.01622442,28.92883586,102
1979,1,Row housing,51000.0,21211.09838,11.96153846,1492.318378,28.14221784,34.7021035,97
1979,1,All housing types,55000.0,21211.09838,11.96153846,1609.362957,30.34945061,36.21109906,2797
1979,2,Single-detached,56900.0,21896.35576,12.0,1669.754495,30.50287478,42.17672164,4636
1979,2,Apartment,45000.0,21896.35576,12.0,1320.543976,24.12353893,28.92883586,152
1979,2,Row housing,48900.0,21896.35576,12.0,1434.991121,26.21424564,34.7021035,154
1979,2,All housing types,56000.0,21896.35576,12.0,1643.343615,30.020404,36.21109906,4942
1979,3,Single-detached,59500.0,22581.61314,12.5,1811.526266,32.08851831,42.17672164,5651
1979,3,Apartment,46250.0,22581.61314,12.5,1408.119157,24.94275583,28.92883586,225
1979,3,Row housing,58150.0,22581.61314,12.5,1770.42441,31.36045949,34.7021035,188
1979,3,All housing types,59000.0,22581.61314,12.5,1796.303357,31.81886689,36.21109906,6064
1979,4,Single-detached,59225.0,23266.87052,14.53846154,2073.555697,35.64820969,42.17672164,4278
1979,4,Apartment,44250.0,23266.87052,14.53846154,1549.258583,26.6345847,28.92883586,236
1979,4,Row housing,58261.0,23266.87052,14.53846154,2039.804617,35.06796698,34.7021035,226
1979,4,All housing types,58261.0,23266.87052,14.53846154,2039.804617,35.06796698,36.21109906,4740
1980,1,Single-detached,69900.0,23952.12789,15.11538462,2538.96353,42.40063416,42.17672164,2582
1980,1,Apartment,57500.0,23952.12789,15.11538462,2088.560844,34.87891937,28.92883586,154
1980,1,Row housing,58150.0,23952.12789,15.11538462,2112.170662,35.27320281,34.7021035,169
1980,1,All housing types,68500.0,23952.12789,15.11538462,2488.111614,41.5514083,36.21109906,2905
1980,2,Single-detached,74000.0,24548.79589,15.44230769,2743.103101,44.69633645,42.17672164,3672
1980,2,Apartment,51000.0,24548.79589,15.44230769,1890.517002,30.80423188,28.92883586,235
1980,2,Row housing,57500.0,24548.79589,15.44230769,2131.465248,34.73026143,34.7021035,198
1980,2,All housing types,72000.0,24548.79589,15.44230769,2668.96518,43.48832735,36.21109906,4105
1980,3,Single-detached,80000.0,25145.46389,12.5,2435.665568,38.74520794,42.17672164,5190
1980,3,Apartment,57000.0,25145.46389,12.5,1735.411717,27.60596066,28.92883586,411
1980,3,Row housing,70000.0,25145.46389,12.5,2131.207372,33.90205695,34.7021035,310
1980,3,All housing types,78000.0,25145.46389,12.5,2374.773929,37.77657774,36.21109906,5911
1980,4,Single-detached,89000.0,25742.13189,14.39285714,3086.673349,47.96297932,42.17672164,4709
1980,4,Apartment,69500.0,25742.13189,14.39285714,2410.37975,37.45423666,28.92883586,356
1980,4,Row housing,78500.0,25742.13189,14.39285714,2722.515257,42.30442558,34.7021035,351
1980,4,All housing types,87000.0,25742.13189,14.39285714,3017.309903,46.88515956,36.21109906,5416
1981,1,Single-detached,105000.0,26338.79989,18.20833333,4562.544712,69.29009266,42.17672164,3196
1981,1,Apartment,82832.0,26338.79989,18.20833333,3599.282892,54.66130434,28.92883586,252
1981,1,Row housing,94950.0,26338.79989,18.20833333,4125.844004,62.65804094,34.7021035,269
1981,1,All housing types,100000.0,26338.79989,18.20833333,4345.280679,65.99056444,36.21109906,3717
1981,2,Single-detached,103500.0,26478.66767,18.94230769,4674.386816,70.61362566,42.17672164,3135
1981,2,Apartment,88350.0,26478.66767,18.94230769,3990.164978,60.27742828,28.92883586,214
1981,2,Row housing,95000.0,26478.66767,18.94230769,4290.499976,64.81443901,34.7021035,204
1981,2,All housing types,100000.0,26478.66767,18.94230769,4516.315765,68.22572528,36.21109906,3553
1981,3,Single-detached,108500.0,26618.53544,21.44642857,5536.981336,83.2048983,42.17672164,1986
1981,3,Apartment,94050.0,26618.53544,21.44642857,4799.567692,72.12369295,28.92883586,135
1981,3,Row housing,100000.0,26618.53544,21.44642857,5103.208604,76.68654221,34.7021035,173
1981,3,All housing types,105500.0,26618.53544,21.44642857,5383.885077,80.90430203,36.21109906,2294
1981,4,Single-detached,105000.0,26758.40322,18.67307692,4676.190933,69.90239134,42.17672164,1612
1981,4,Apartment,76500.0,26758.40322,18.67307692,3406.939108,50.92888512,28.92883586,131
1981,4,Row housing,100500.0,26758.40322,18.67307692,4475.78275,66.90657457,34.7021035,147
1981,4,All housing types,101250.0,26758.40322,18.67307692,4509.184114,67.40587736,36.21109906,1890
1982,1,Single-detached,104000.0,26898.27099,16.53846154,4116.853069,61.22108102,42.17672164,1785
1982,1,Apartment,82700.0,26898.27099,16.53846154,3273.689893,48.6825327,28.92883586,180
1982,1,Row housing,79950.0,26898.27099,16.53846154,3164.830797,47.06370604,34.7021035,103
1982,1,All housing types,100000.0,26898.27099,16.53846154,3958.512567,58.86642406,36.21109906,2068
1982,2,Single-detached,93000.0,27161.2345,17.26923077,3838.406385,56.52771615,42.17672164,2163
1982,2,Apartment,75000.0,27161.2345,17.26923077,3095.48902,45.58686786,28.92883586,128
1982,2,Row housing,86500.0,27161.2345,17.26923077,3570.13067,52.57685426,34.7021035,127
1982,2,All housing types,91825.0,27161.2345,17.26923077,3789.91039,55.81352188,36.21109906,2418
1982,3,Single-detached,87000.0,27424.19801,16.63461538,3463.190945,50.51292212,42.17672164,2411
1982,3,Apartment,70000.0,27424.19801,16.63461538,2786.475473,40.64258102,28.92883586,136
1982,3,Row housing,82000.0,27424.19801,16.63461538,3264.156983,47.60988062,34.7021035,156
1982,3,All housing types,85000.0,27424.19801,16.63461538,3383.57736,49.35170552,36.21109906,2703
1982,4,Single-detached,86000.0,27687.16152,13.42307692,2794.898705,40.37826273,42.17672164,3712
1982,4,Apartment,76500.0,27687.16152,13.42307692,2486.159894,35.91787324,28.92883586,315
1982,4,Row housing,83500.0,27687.16152,13.42307692,2713.651649,39.20447602,34.7021035,284
1982,4,All housing types,85500.0,27687.16152,13.42307692,2778.649294,40.14350539,36.21109906,4311
1983,1,Single-detached,86500.0,27950.12502,11.76923077,2494.710515,35.70231637,42.17672164,3183
1983,1,Apartment,72750.0,27950.12502,11.76923077,2098.152486,30.02709267,28.92883586,238
1983,1,Row housing,82000.0,27950.12502,11.76923077,2364.927887,33.84497043,34.7021035,226
1983,1,All housing types,85500.0,27950.12502,11.76923077,2465.869931,35.28957283,36.21109906,3647
1983,2,Single-detached,90000.0,27856.33528,11.07692308,2460.470401,35.33085564,42.17672164,4080
1983,2,Apartment,75000.0,27856.33528,11.07692308,2050.392001,29.4423797,28.92883586,255
1983,2,Row housing,83250.0,27856.33528,11.07692308,2275.935121,32.68104147,34.7021035,284
1983,2,All housing types,88500.0,27856.33528,11.07692308,2419.462561,34.74200805,36.21109906,4619
1983,3,Single-detached,89000.0,27762.54554,11.0,2418.387315,34.84388435,42.17672164,3927
1983,3,Apartment,80000.0,27762.54554,11.0,2173.831294,31.32034548,28.92883586,251
1983,3,Row housing,85000.0,27762.54554,11.0,2309.69575,33.27786707,34.7021035,223
1983,3,All housing types,88622.5,27762.54554,11.0,2408.129548,34.69609147,36.21109906,4401
1983,4,Single-detached,86000.0,27668.7558,11.0,2336.868641,33.78350163,42.17672164,2791
1983,4,Apartment,83000.0,27668.7558,11.0,2255.349968,32.60500739,28.92883586,199
1983,4,Row housing,85000.0,27668.7558,11.0,2309.69575,33.39067021,34.7021035,213
1983,4,All housing types,85950.0,27668.7558,11.0,2335.509997,33.76386006,36.21109906,3203
1984,1,Single-detached,90000.0,27574.96605,11.07692308,2460.470401,35.69136436,42.17672164,2792
1984,1,Apartment,71000.0,27574.96605,11.07692308,1941.037761,28.15652077,28.92883586,192
1984,1,Row housing,91625.0,27574.96605,11.07692308,2504.895561,36.33579177,34.7021035,202
1984,1,All housing types,88500.0,27574.96605,11.07692308,2419.462561,35.09650829,36.21109906,3186
1984,2,Single-detached,87000.0,27845.46606,11.84615385,2523.751846,36.2536844,42.17672164,3536
1984,2,Apartment,80000.0,27845.46606,11.84615385,2320.691352,33.33672129,28.92883586,233
1984,2,Row housing,81500.0,27845.46606,11.84615385,2364.204315,33.96178481,34.7021035,261
1984,2,All housing types,86900.0,27845.46606,11.84615385,2520.850982,36.2120135,36.21109906,4030
1984,3,Single-detached,87000.0,28115.96606,13.19230769,2782.533023,39.58651845,42.17672164,3225
1984,3,Apartment,78000.0,28115.96606,13.19230769,2494.684779,35.49136137,28.92883586,193
1984,3,Row housing,74500.0,28115.96606,13.19230769,2382.743795,33.89880028,34.7021035,181
1984,3,All housing types,86000.0,28115.96606,13.19230769,2750.549884,39.131501,36.21109906,3599
1984,4,Single-detached,83500.0,28386.46606,12.32692308,2510.337806,35.37372775,42.17672164,2959
1984,4,Apartment,71500.0,28386.46606,12.32692308,2149.570696,30.29007826,28.92883586,222
1984,4,Row housing,92000.0,28386.46606,12.32692308,2765.881175,38.97464615,34.7021035,191
1984,4,All housing types,83000.0,28386.46606,12.32692308,2495.305843,35.16190903,36.21109906,3372
1985,1,Single-detached,85000.0,28656.96606,11.28846154,2362.612722,32.97784862,42.17672164,3124
1985,1,Apartment,67000.0,28656.96606,11.28846154,1862.294733,25.9943042,28.92883586,239
1985,1,Row housing,84500.0,28656.96606,11.28846154,2348.715,32.78386127,34.7021035,223
1985,1,All housing types,84500.0,28656.96606,11.28846154,2348.715,32.78386127,36.21109906,3586
1985,2,Single-detached,85000.0,29040.4428,10.73076923,2260.582508,31.13702534,42.17672164,4244
1985,2,Apartment,67500.0,29040.4428,10.73076923,1795.168462,24.7264613,28.92883586,302
1985,2,Row housing,79500.0,29040.4428,10.73076923,2114.309522,29.12227664,34.7021035,274
1985,2,All housing types,84000.0,29040.4428,10.73076923,2233.98742,30.77070739,36.21109906,4820
1985,3,Single-detached,85000.0,29423.91954,10.40384615,2201.320695,29.92559427,42.17672164,5045
1985,3,Apartment,69000.0,29423.91954,10.40384615,1786.954446,24.29254123,28.92883586,314
1985,3,Row housing,76500.0,29423.91954,10.40384615,1981.188625,26.93303484,34.7021035,305
1985,3,All housing types,85000.0,29423.91954,10.40384615,2201.320695,29.92559427,36.21109906,5664
1985,4,Single-detached,85000.0,29807.39628,10.01923077,2132.15661,28.61245028,42.17672164,4187
1985,4,Apartment,75000.0,29807.39628,10.01923077,1881.314656,25.24627966,28.92883586,298
1985,4,Row housing,78000.0,29807.39628,10.01923077,1956.567242,26.25613085,34.7021035,324
1985,4,All housing types,85000.0,29807.39628,10.01923077,2132.15661,28.61245028,36.21109906,4809
1986,1,Single-detached,89000.0,30190.87302,11.82692308,2578.027976,34.15638858,42.17672164,3427
1986,1,Apartment,75000.0,30190.87302,11.82692308,2172.495486,28.78347353,28.92883586,273
1986,1,Row housing,86000.0,30190.87302,11.82692308,2491.128157,33.00504964,34.7021035,333
1986,1,All housing types,88000.0,30190.87302,11.82692308,2549.06137,33.77260894,36.21109906,4033
1986,2,Single-detached,88500.0,30207.70243,10.82692308,2371.895367,31.40782219,42.17672164,4814
1986,2,Apartment,74250.0,30207.70243,10.82692308,1989.980011,26.35063048,28.92883586,334
1986,2,Row housing,83000.0,30207.70243,10.82692308,2224.48944,29.45592364,34.7021035,418
1986,2,All housing types,87000.0,30207.70243,10.82692308,2331.693751,30.87548622,36.21109906,5566
1986,3,Single-detached,89500.0,30224.53185,9.865384615,2216.090449,29.32836757,42.17672164,5283
1986,3,Apartment,75000.0,30224.53185,9.865384615,1857.059036,24.57684433,28.92883586,396
1986,3,Row housing,85000.0,30224.53185,9.865384615,2104.666907,27.85375691,34.7021035,391
1986,3,All housing types,88000.0,30224.53185,9.865384615,2178.949269,28.83683069,36.21109906,6070
1986,4,Single-detached,90200.0,30241.36126,9.75,2211.616813,29.25287382,42.17672164,4334
1986,4,Apartment,77500.0,30241.36126,9.75,1900.225089,25.13412107,28.92883586,470
1986,4,Row housing,85000.0,30241.36126,9.75,2084.117839,27.56645537,34.7021035,510
1986,4,All housing types,89000.0,30241.36126,9.75,2182.193973,28.86370033,36.21109906,5314
1987,1,Single-detached,95000.0,30258.19068,9.291666667,2238.749068,29.59528005,42.17672164,4425
1987,1,Apartment,78500.0,30258.19068,9.291666667,1849.913703,24.4550472,28.92883586,470
1987,1,Row housing,93000.0,30258.19068,9.291666667,2191.617508,28.97222153,34.7021035,468
1987,1,All housing types,93000.0,30258.19068,9.291666667,2191.617508,28.97222153,36.21109906,5363
1987,2,Single-detached,97000.0,31042.81254,9.192307692,2265.984522,29.19818581,42.17672164,7569
1987,2,Apartment,77999.0,31042.81254,9.192307692,1822.108523,23.47865253,28.92883586,705
1987,2,Row housing,89048.5,31042.81254,9.192307692,2080.232193,26.80468711,34.7021035,758
1987,2,All housing types,94500.0,31042.81254,9.192307692,2207.582859,28.44565525,36.21109906,9032
1987,3,Single-detached,97000.0,31827.4344,9.821428571,2392.855031,30.07286105,42.17672164,6336
1987,3,Apartment,87000.0,31827.4344,9.821428571,2146.168945,26.97256609,28.92883586,603
1987,3,Row housing,92950.0,31827.4344,9.821428571,2292.947166,28.81724159,34.7021035,627
1987,3,All housing types,95500.0,31827.4344,9.821428571,2355.852118,29.6078168,36.21109906,7566
1987,4,Single-detached,98110.0,32612.05626,9.884615385,2433.240509,29.84467449,42.17672164,5126
1987,4,Apartment,81172.5,32612.05626,9.884615385,2013.171086,24.69235389,28.92883586,584
1987,4,Row housing,97750.0,32612.05626,9.884615385,2424.312096,29.73516391,34.7021035,591
1987,4,All housing types,96000.0,32612.05626,9.884615385,2380.910089,29.20282082,36.21109906,6301
1988,1,Single-detached,105000.0,33396.67813,9.75,2574.498507,30.83538426,42.17672164,4524
1988,1,Apartment,76900.0,33396.67813,9.75,1885.513669,22.58324809,28.92883586,568
1988,1,Row housing,104900.0,33396.67813,9.75,2572.046604,30.80601722,34.7021035,529
1988,1,All housing types,100000.0,33396.67813,9.75,2451.90334,29.36703263,36.21109906,5621
1988,2,Single-detached,108000.0,34057.95399,10.28846154,2770.526446,32.53896515,42.17672164,7694
1988,2,Apartment,89500.0,34057.95399,10.28846154,2295.945527,26.96516094,28.92883586,749
1988,2,Row housing,99900.0,34057.95399,10.28846154,2562.736962,30.09854277,34.7021035,892
1988,2,All housing types,105964.0,34057.95399,10.28846154,2718.296891,31.9255454,36.21109906,9335
1988,3,Single-detached,112000.0,34719.22986,11.01923077,3047.999864,35.11598473,42.17672164,7956
1988,3,Apartment,94000.0,34719.22986,11.01923077,2558.142743,29.47234433,28.92883586,766
1988,3,Row housing,105000.0,34719.22986,11.01923077,2857.499873,32.92123568,34.7021035,910
1988,3,All housing types,110000.0,34719.22986,11.01923077,2993.571295,34.48891357,36.21109906,9632
1988,4,Single-detached,112500.0,35380.50573,11.86538462,3268.202764,36.94919217,42.17672164,6189
1988,4,Apartment,89990.0,35380.50573,11.86538462,2614.271704,29.55606937,28.92883586,815
1988,4,Row housing,110000.0,35380.50573,11.86538462,3195.576035,36.12809901,34.7021035,893
1988,4,All housing types,109990.0,35380.50573,11.86538462,3195.285529,36.12481464,36.21109906,7897
1989,1,Single-detached,127500.0,36041.7816,12.53846154,3892.679852,43.20185828,42.17672164,6575
1989,1,Apartment,93500.0,36041.7816,12.53846154,2854.631891,31.68136274,28.92883586,878
1989,1,Row housing,122000.0,36041.7816,12.53846154,3724.760329,41.3382487,34.7021035,1191
1989,1,All housing types,122000.0,36041.7816,12.53846154,3724.760329,41.3382487,36.21109906,8644
1989,2,Single-detached,128900.0,36315.96372,13.5,4211.299103,46.38510089,42.17672164,7977
1989,2,Apartment,110000.0,36315.96372,13.5,3593.816147,39.58387198,28.92883586,949
1989,2,Row housing,125000.0,36315.96372,13.5,4083.881985,44.9816727,34.7021035,1067
1989,2,All housing types,125000.0,36315.96372,13.5,4083.881985,44.9816727,36.21109906,9993
1989,3,Single-detached,125800.0,36590.14585,13.5,4110.01883,44.93033558,42.17672164,8286
1989,3,Apartment,112000.0,36590.14585,13.5,3659.158259,40.00157063,28.92883586,936
1989,3,Row housing,120000.0,36590.14585,13.5,3920.526706,42.85882567,34.7021035,1031
1989,3,All housing types,124000.0,36590.14585,13.5,4051.210929,44.2874532,36.21109906,10253
1989,4,Single-detached,141000.0,36864.32797,13.5,4606.618879,49.98456918,42.17672164,8556
1989,4,Apartment,114900.0,36864.32797,13.5,3753.904321,40.73210637,28.92883586,1109
1989,4,Row housing,125900.0,36864.32797,13.5,4113.285935,44.63161177,34.7021035,1515
1989,4,All housing types,135150.0,36864.32797,13.5,4415.493202,47.91074131,36.21109906,11180
1990,1,Single-detached,158900.0,37138.51009,13.84615385,5314.906769,57.24415714,42.17672164,7140
1990,1,Apartment,117500.0,37138.51009,13.84615385,3930.154471,42.32969455,28.92883586,1022
1990,1,Row housing,139900.0,37138.51009,13.84615385,4679.39243,50.39935547,34.7021035,1455
1990,1,All housing types,147500.0,37138.51009,13.84615385,4933.598166,53.13727614,36.21109906,9617
1990,2,Single-detached,135000.0,37362.30481,14.63461538,4755.987171,50.91749233,42.17672164,6309
1990,2,Apartment,120000.0,37362.30481,14.63461538,4227.544152,45.25999318,28.92883586,738
1990,2,Row housing,143900.0,37362.30481,14.63461538,5069.530029,54.27427516,34.7021035,1101
1990,2,All housing types,133000.0,37362.30481,14.63461538,4685.528102,50.16315911,36.21109906,8148
1990,3,Single-detached,137500.0,37586.09952,14.48076923,4796.105952,51.04127338,42.17672164,6087
1990,3,Apartment,135000.0,37586.09952,14.48076923,4708.904025,50.11325022,28.92883586,694
1990,3,Row housing,145000.0,37586.09952,14.48076923,5057.711731,53.82534283,34.7021035,889
1990,3,All housing types,137900.0,37586.09952,14.48076923,4810.05826,51.18975708,36.21109906,7670
1990,4,Single-detached,147000.0,37809.89423,13.51923077,4808.978621,50.87534592,42.17672164,6463
1990,4,Apartment,125000.0,37809.89423,13.51923077,4089.267535,43.26134857,28.92883586,870
1990,4,Row housing,144900.0,37809.89423,13.51923077,4740.278926,50.14855527,34.7021035,1407
1990,4,All housing types,143000.0,37809.89423,13.51923077,4678.12206,49.49098277,36.21109906,8740
1991,1,Single-detached,150000.0,38033.68894,11.82692308,4344.990971,45.69623501,42.17672164,4765
1991,1,Apartment,124150.0,38033.68894,11.82692308,3596.204194,37.82125051,28.92883586,619
1991,1,Row housing,132900.0,38033.68894,11.82692308,3849.662,40.48686422,34.7021035,834
1991,1,All housing types,145000.0,38033.68894,11.82692308,4200.157939,44.17302718,36.21109906,6218
1991,2,Single-detached,162000.0,38261.79212,10.17307692,4116.225669,43.03223076,42.17672164,10926
1991,2,Apartment,119000.0,38261.79212,10.17307692,3023.647251,31.61009543,28.92883586,1386
1991,2,Row housing,144000.0,38261.79212,10.17307692,3658.867261,38.25087178,34.7021035,2103
1991,2,All housing types,153000.0,38261.79212,10.17307692,3887.546465,40.64155127,36.21109906,14415
1991,3,Single-detached,160773.5,38489.89529,9.711538462,3929.07991,40.83232631,42.17672164,9507
1991,3,Apartment,126000.0,38489.89529,9.711538462,3079.264112,32.00075332,28.92883586,1242
1991,3,Row housing,142414.0,38489.89529,9.711538462,3480.399359,36.16948638,34.7021035,1657
1991,3,All housing types,152500.0,38489.89529,9.711538462,3726.887119,38.73107049,36.21109906,12406
1991,4,Single-detached,165000.0,38717.99847,8.692307692,3685.640084,38.07676254,42.17672164,7182
1991,4,Apartment,117900.0,38717.99847,8.692307692,2633.557369,27.2075776,28.92883586,1075
1991,4,Row housing,140900.0,38717.99847,8.692307692,3147.31326,32.51524753,34.7021035,1541
1991,4,All housing types,153800.0,38717.99847,8.692307692,3435.463303,35.49215805,36.21109906,9798
1992,1,Single-detached,175000.0,38946.10164,7.826923077,3605.480375,37.03046234,42.17672164,7117
1992,1,Apartment,121900.0,38946.10164,7.826923077,2511.474615,25.79436205,28.92883586,1205
1992,1,Row housing,153271.0,38946.10164,7.826923077,3157.803329,32.43254853,34.7021035,1755
1992,1,All housing types,160000.0,38946.10164,7.826923077,3296.4392,33.85642271,36.21109906,10077
1992,2,Single-detached,182750.0,38961.4346,7.653846154,3702.855289,38.01559493,42.17672164,11056
1992,2,Apartment,127000.0,38961.4346,7.653846154,2573.25648,26.41849825,28.92883586,1816
1992,2,Row housing,157000.0,38961.4346,7.653846154,3181.112341,32.65908839,34.7021035,2132
1992,2,All housing types,168000.0,38961.4346,7.653846154,3403.992824,34.94730477,36.21109906,15004
1992,3,Single-detached,183000.0,38976.76757,6.607142857,3339.192266,34.26853969,42.17672164,9897
1992,3,Apartment,132500.0,38976.76757,6.607142857,2417.721176,24.81192081,28.92883586,1565
1992,3,Row housing,157000.0,38976.76757,6.607142857,2864.771507,29.39978542,34.7021035,1984
1992,3,All housing types,169900.0,38976.76757,6.607142857,3100.157191,31.81543658,36.21109906,13446
1992,4,Single-detached,191000.0,38992.10053,8.173076923,4066.515589,41.71630186,42.17672164,9637
1992,4,Apartment,128400.0,38992.10053,8.173076923,2733.720427,28.04383853,28.92883586,1708
1992,4,Row housing,164000.0,38992.10053,8.173076923,3491.667836,35.81923301,34.7021035,2284
1992,4,All housing types,174000.0,38992.10053,8.173076923,3704.574411,38.00333258,36.21109906,13629
1993,1,Single-detached,198000.0,39007.43349,6.576923077,3601.625527,36.93270954,42.17672164,6009
1993,1,Apartment,130000.0,39007.43349,6.576923077,2364.703629,24.24874869,28.92883586,1042
1993,1,Row housing,162950.0,39007.43349,6.576923077,2964.065049,30.39487383,34.7021035,1388
1993,1,All housing types,177500.0,39007.43349,6.576923077,3228.729955,33.1088684,36.21109906,8439
1993,2,Single-detached,205000.0,39464.71487,6.0,3509.106751,35.56703007,42.17672164,10399
1993,2,Apartment,138345.0,39464.71487,6.0,2368.133529,24.00254037,28.92883586,1701
1993,2,Row housing,166388.0,39464.71487,6.0,2848.162215,28.86793658,34.7021035,2641
1993,2,All housing types,183000.0,39464.71487,6.0,3132.519685,31.7500805,36.21109906,14741
1993,3,Single-detached,205000.0,39921.99626,5.769230769,3422.774797,34.2946257,42.17672164,9262
1993,3,Apartment,139900.0,39921.99626,5.769230769,2335.835093,23.40399091,28.92883586,1563
1993,3,Row housing,166000.0,39921.99626,5.769230769,2771.612763,27.77028228,34.7021035,2194
1993,3,All housing types,182000.0,39921.99626,5.769230769,3038.756162,30.44693599,36.21109906,13019
1993,4,Single-detached,200000.0,40379.27764,5.596153846,3276.731015,32.4595308,42.17672164,7160
1993,4,Apartment,139300.0,40379.27764,5.596153846,2282.243152,22.6080632,28.92883586,1503
1993,4,Row housing,170271.0,40379.27764,5.596153846,2789.661334,27.63458384,34.7021035,2123
