YEAR,QUARTER,HOUSING TYPE,MEDIAN HOUSING PRICE,MEDIAN AFTER TAX FAMILY INCOME,PRIME INTEREST RATE,QUARTERLY PAYMENT,PAYMENT TO INCOME PERCENT,HISTORICAL AVERAGE PAYMENT TO INCOME PERCENT,NUMBER OF RESALES
2009,2,Apartment,312000.0,60452.5,2.307692308,3429.715997,22.69362556,28.92883586,3488
2009,2,Row housing,347900.0,60452.5,2.307692308,3824.353191,25.30484722,34.7021035,7535
2009,2,All housing types,377000.0,60452.5,2.307692308,4144.240164,27.42146421,36.21109906,20119
2009,3,Single-detached,480900.0,60485.0,2.25,5245.797082,34.69155713,42.17672164,13784
2009,3,Apartment,323000.0,60485.0,2.25,3523.377953,23.30083791,28.92883586,4693
2009,3,Row housing,355900.0,60485.0,2.25,3882.260722,25.67420499,34.7021035,8783
2009,3,All housing types,397500.0,60485.0,2.25,4336.045623,28.67517978,36.21109906,27260
2009,4,Single-detached,492000.0,60517.5,2.25,5366.879111,35.4732374,42.17672164,10680
2009,4,Apartment,329700.0,60517.5,2.25,3596.463502,23.77139506,28.92883586,3574
2009,4,Row housing,372500.0,60517.5,2.25,4063.338351,26.85727831,34.7021035,8251
2009,4,All housing types,399000.0,60517.5,2.25,4352.408059,28.76793033,36.21109906,22505
2010,1,Single-detached,505000.0,60550.0,2.25,5505.816289,36.37203164,42.17672164,7699
2010,1,Apartment,330000.0,60550.0,2.25,3599.735989,23.78025426,28.92883586,2776
2010,1,Row housing,372000.0,60550.0,2.25,4057.884206,26.80683208,34.7021035,5604
2010,1,All housing types,409900.0,60550.0,2.25,4471.30843,29.53795825,36.21109906,16079
2010,2,Single-detached,510198.0,61020.0,2.346153846,5631.32181,36.91459725,42.17672164,12897
2010,2,Apartment,334900.0,61020.0,2.346153846,3700.359063,24.25669658,28.92883586,4585
2010,2,Row housing,382500.0,61020.0,2.346153846,4226.298422,27.70434888,34.7021035,7786
2010,2,All housing types,420000.0,61020.0,2.346153846,4640.641405,30.42046152,36.21109906,25268
2010,3,Single-detached,495000.0,61490.0,2.769230769,5782.172532,37.61374228,42.17672164,8958
2010,3,Apartment,320000.0,61490.0,2.769230769,3737.970122,24.3159546,28.92883586,2737
2010,3,Row housing,374000.0,61490.0,2.769230769,4368.75258,28.41927194,34.7021035,4738
2010,3,All housing types,410000.0,61490.0,2.769230769,4789.274218,31.15481684,36.21109906,16433
2010,4,Single-detached,498788.0,61960.0,3.0,6002.513805,38.75089609,42.17672164,7325
2010,4,Apartment,321975.0,61960.0,3.0,3874.711064,25.01427414,28.92883586,2473
2010,4,Row housing,370000.0,61960.0,3.0,4452.653447,28.74534182,34.7021035,4349
2010,4,All housing types,407000.0,61960.0,3.0,4897.918792,31.619876,36.21109906,14147
2011,1,Single-detached,530000.0,62430.0,3.0,6359.123842,40.7440259,42.17672164,7132
2011,1,Apartment,336800.0,62430.0,3.0,4053.118057,25.96904089,28.92883586,2502
2011,1,Row housing,369107.0,62430.0,3.0,4441.906908,28.4600795,34.7021035,4704
2011,1,All housing types,415000.0,62430.0,3.0,4994.19238,31.99866974,36.21109906,14338
2011,2,Single-detached,555000.0,62990.0,3.0,6644.144333,42.19174049,42.17672164,11390
2011,2,Apartment,349000.0,62990.0,3.0,4199.935279,26.67048915,28.92883586,3633
2011,2,Row housing,385000.0,62990.0,3.0,4633.166425,29.42159978,34.7021035,6213
2011,2,All housing types,440000.0,62990.0,3.0,5295.047343,33.62468546,36.21109906,21236
2011,3,Single-detached,524833.0,63550.0,3.0,6300.215807,39.65517424,42.17672164,11405
2011,3,Apartment,333000.0,63550.0,3.0,4007.388103,25.22352858,28.92883586,3561
2011,3,Row housing,369000.0,63550.0,3.0,4440.619249,27.95039653,34.7021035,5259
2011,3,All housing types,425000.0,63550.0,3.0,5114.534365,32.19219113,36.21109906,20225
2011,4,Single-detached,502500.0,64110.0,3.0,6045.601302,37.72017659,42.17672164,8066
2011,4,Apartment,307000.0,64110.0,3.0,3694.498941,23.05099948,28.92883586,2800
2011,4,Row housing,385000.0,64110.0,3.0,4633.166425,28.90760521,34.7021035,5104
2011,4,All housing types,399897.0,64110.0,3.0,4812.43988,30.02614182,36.21109906,15970
2012,1,Single-detached,509672.5,64670.0,3.0,6127.373681,37.89932693,42.17672164,6699
2012,1,Apartment,328900.0,64670.0,3.0,3958.047889,24.48150851,28.92883586,2432
2012,1,Row housing,355913.0,64670.0,3.0,4283.127693,26.49220778,34.7021035,4854
2012,1,All housing types,399928.0,64670.0,3.0,4812.81294,29.76844249,36.21109906,13985
2012,2,Single-detached,500000.0,65180.0,3.0,6017.099253,36.92604635,42.17672164,11046
2012,2,Apartment,332000.0,65180.0,3.0,3995.353904,24.51889478,28.92883586,3687
2012,2,Row housing,372000.0,65180.0,3.0,4476.721844,27.47297849,34.7021035,5958
2012,2,All housing types,418000.0,65180.0,3.0,5030.294976,30.87017475,36.21109906,20691
2012,3,Single-detached,485000.0,65690.0,3.0,5836.586276,35.54018131,42.17672164,9967
2012,3,Apartment,311311.0,65690.0,3.0,3746.378371,22.81247296,28.92883586,3340
2012,3,Row housing,352500.0,65690.0,3.0,4242.054973,25.83075033,34.7021035,4949
2012,3,All housing types,400000.0,65690.0,3.0,4813.679403,29.31148974,36.21109906,18256
2012,4,Single-detached,465000.0,66200.0,3.0,5595.902305,33.81209852,42.17672164,6857
2012,4,Apartment,318729.5,66200.0,3.0,3835.654073,23.17615754,28.92883586,2424
2012,4,Row housing,350500.0,66200.0,3.0,4217.986576,25.48632372,34.7021035,4196
2012,4,All housing types,387500.0,66200.0,3.0,4663.251921,28.17674877,36.21109906,13477
2013,1,Single-detached,476500.0,66710.0,3.0,5734.295588,34.3834243,42.17672164,5187
2013,1,Apartment,321950.0,66710.0,3.0,3874.410209,23.23136087,28.92883586,2126
2013,1,Row housing,353000.0,66710.0,3.0,4248.072073,25.47187572,34.7021035,3843
2013,1,All housing types,385000.0,66710.0,3.0,4633.166425,27.78094094,36.21109906,11156
2013,2,Single-detached,487950.0,67255.0,3.0,5872.087161,34.92431588,42.17672164,10116
2013,2,Apartment,320000.0,67255.0,3.0,3850.943522,22.90353741,28.92883586,3309
2013,2,Row housing,370000.0,67255.0,3.0,4452.653447,26.48221514,34.7021035,5356
2013,2,All housing types,408000.0,67255.0,3.0,4909.952991,29.2020102,36.21109906,18781
2013,3,Single-detached,501000.0,67800.0,3.0,6028.500073,35.56637211,42.17672164,12176
2013,3,Apartment,330500.0,67800.0,3.0,3977.302606,23.46491213,28.92883586,3892
2013,3,Row housing,368400.0,67800.0,3.0,4433.39873,26.15574472,34.7021035,6459
2013,3,All housing types,414000.0,67800.0,3.0,4982.158182,29.39326361,36.21109906,22527
2013,4,Single-detached,500000.0,68345.0,3.0,6017.099253,35.21603192,42.17672164,8498
2013,4,Apartment,339900.0,68345.0,3.0,4090.424072,23.9398585,28.92883586,3002
2013,4,Row housing,364250.0,68345.0,3.0,4383.456806,25.65487925,34.7021035,6044
2013,4,All housing types,400000.0,68345.0,3.0,4813.679403,28.17282553,36.21109906,17544
2014,1,Single-detached,535000.0,68890.0,3.0,6416.12794,37.25433555,42.17672164,6729
2014,1,Apartment,335000.0,68890.0,3.0,4031.4565,23.40807954,28.92883586,2429
2014,1,Row housing,374900.0,68890.0,3.0,4511.62102,26.19608663,34.7021035,4327
2014,1,All housing types,421000.0,68890.0,3.0,5066.397571,29.41731788,36.21109906,13485
2014,2,Single-detached,515000.0,69462.5,3.0,6188.111548,35.63425761,42.17672164,11747
2014,2,Apartment,327000.0,69462.5,3.0,3935.182912,22.66076177,28.92883586,3996
2014,2,Row housing,365049.0,69462.5,3.0,4393.072131,25.29751812,34.7021035,6057
2014,2,All housing types,422570.0,69462.5,3.0,5085.291263,29.28366392,36.21109906,21800
2014,3,Single-detached,528000.0,70035.0,3.0,6336.322203,36.18946072,42.17672164,14104
2014,3,Apartment,341696.0,70035.0,3.0,4112.037493,23.48561429,28.92883586,4595
2014,3,Row housing,366000.0,70035.0,3.0,4404.516653,25.15608855,34.7021035,7103
2014,3,All housing types,432000.0,70035.0,3.0,5198.773755,29.69243238,36.21109906,25802
2014,4,Single-detached,535000.0,70607.5,3.0,6416.12794,36.34813832,42.17672164,10075
2014,4,Apartment,350470.0,70607.5,3.0,4217.62555,23.89335722,28.92883586,3524
2014,4,Row housing,369000.0,70607.5,3.0,4440.619249,25.15664341,34.7021035,6614
2014,4,All housing types,419500.0,70607.5,3.0,5048.346273,28.59949027,36.21109906,20213
2015,1,Single-detached,575000.0,71180.0,2.8875,6773.463573,38.06385823,42.17672164,7855
2015,1,Apartment,335000.0,71180.0,2.8875,3973.557202,22.32962743,28.92883586,2961
2015,1,Row housing,375876.0,71180.0,2.8875,4458.402349,25.05424191,34.7021035,5230
2015,1,All housing types,431000.0,71180.0,2.8875,5112.248221,28.72856544,36.21109906,16046
2015,2,Single-detached,560000.0,71542.5,2.85,6572.997587,36.75016996,42.17672164,14894
2015,2,Apartment,342000.0,71542.5,2.85,4036.988499,22.57113463,28.92883586,5197
2015,2,Row housing,375000.0,71542.5,2.85,4426.522477,24.74905113,34.7021035,8887
2015,2,All housing types,439800.0,71542.5,2.85,5191.425561,29.02568717,36.21109906,28978
2015,3,Single-detached,585000.0,71905.0,2.732142857,6748.595889,37.54173362,42.17672164,16813
2015,3,Apartment,349900.0,71905.0,2.732142857,4067.573919,22.6274886,28.92883586,5587
2015,3,Row housing,385000.0,71905.0,2.732142857,4475.610057,24.89735099,34.7021035,8724
2015,3,All housing types,459000.0,71905.0,2.732142857,5335.857185,29.68281585,36.21109906,31124
2015,4,Single-detached,600000.0,72267.5,2.7,6884.900186,38.10786418,42.17672164,11705
2015,4,Apartment,355000.0,72267.5,2.7,4109.615199,22.7466853,28.92883586,4238
2015,4,Row housing,388200.0,72267.5,2.7,4493.951043,24.87398094,34.7021035,8402
2015,4,All housing types,450000.0,72267.5,2.7,5209.37138,28.83382643,36.21109906,24345
2016,1,Single-detached,695000.0,72630.0,2.7,7926.774462,43.65564897,42.17672164,10439
2016,1,Apartment,350000.0,72630.0,2.7,4051.733295,22.31437861,28.92883586,3990
2016,1,Row housing,396770.0,72630.0,2.7,4593.160627,25.29621714,34.7021035,7451
2016,1,All housing types,470000.0,72630.0,2.7,5440.898996,29.9650227,36.21109906,21880
2016,2,Single-detached,670000.0,73335.0,2.7,7652.597021,41.74048965,42.17672164,18623
2016,2,Apartment,358894.0,73335.0,2.7,4154.693626,22.6614502,28.92883586,6251
2016,2,Row housing,418894.0,73335.0,2.7,4849.276477,26.44999783,34.7021035,10829
2016,2,All housing types,494900.0,73335.0,2.7,5729.150879,31.24920368,36.21109906,35703
2016,3,Single-detached,642000.0,74040.0,2.7,7345.518287,39.68405341,42.17672164,18023
2016,3,Apartment,365000.0,74040.0,2.7,4225.379008,22.82754731,28.92883586,6579
2016,3,Row housing,440425.0,74040.0,2.7,5098.527533,27.54471925,34.7021035,10568
2016,3,All housing types,490350.0,74040.0,2.7,5676.478347,30.66708993,36.21109906,35170
2016,4,Single-detached,582500.0,74745.0,2.7,6692.975977,35.81765189,42.17672164,9605
2016,4,Apartment,358775.0,74745.0,2.7,4153.316037,22.22658927,28.92883586,4228
2016,4,Row housing,435000.0,74745.0,2.7,5035.725667,26.94882958,34.7021035,8328
2016,4,All housing types,450000.0,74745.0,2.7,5209.37138,27.87809956,36.21109906,22161
2017,1,Single-detached,640000.0,75450.0,2.7,7323.584092,38.82615821,42.17672164,7509
2017,1,Apartment,369900.0,75450.0,2.7,4282.103274,22.70167408,28.92883586,3462
2017,1,Row housing,470000.0,75450.0,2.7,5440.898996,28.84505764,34.7021035,7122
2017,1,All housing types,474894.0,75450.0,2.7,5497.553804,29.14541447,36.21109906,18093
2017,2,Single-detached,665450.0,76022.5,2.7,7602.696726,40.0023505,42.17672164,13546
2017,2,Apartment,395000.0,76022.5,2.7,4572.670433,24.05956359,28.92883586,5532
2017,2,Row housing,493000.0,76022.5,2.7,5707.155756,30.02877178,34.7021035,10766
2017,2,All housing types,505000.0,76022.5,2.7,5843.02591,30.7436662,36.21109906,29844
2017,3,Single-detached,700000.0,76595.0,2.969230769,8264.576995,43.15987725,42.17672164,15704
2017,3,Apartment,424900.0,76595.0,2.969230769,5093.187522,26.59801565,28.92883586,6420
2017,3,Row housing,540000.0,76595.0,2.969230769,6447.631823,33.67129355,34.7021035,11895
2017,3,All housing types,542000.0,76595.0,2.969230769,6470.343638,33.78990084,36.21109906,34019
2017,4,Single-detached,685000.0,77167.5,3.2,8336.016123,43.20998411,42.17672164,10659
2017,4,Apartment,448650.0,77167.5,3.2,5538.512785,28.7090435,28.92883586,4789
2017,4,Row housing,550000.0,77167.5,3.2,6757.175968,35.02601986,34.7021035,9319
2017,4,All housing types,543000.0,77167.5,3.2,6675.310183,34.60166616,36.21109906,24767
2018,1,Single-detached,743250.0,77740.0,3.392307692,9238.390068,47.53480868,42.17672164,7396
2018,1,Apartment,480000.0,77740.0,3.392307692,6070.83744,31.23662177,28.92883586,3797
2018,1,Row housing,575000.0,77740.0,3.392307692,7222.4327,37.16198971,34.7021035,6952
2018,1,All housing types,582000.0,77740.0,3.392307692,7306.306112,37.5935483,36.21109906,18145
2018,2,Single-detached,687500.0,78292.5,3.45,8632.460548,44.1036398,42.17672164,10788
2018,2,Apartment,448000.0,78292.5,3.45,5707.145956,29.15807239,28.92883586,5066
2018,2,Row housing,569400.0,78292.5,3.45,7207.14912,36.82165786,34.7021035,8809
2018,2,All housing types,558944.0,78292.5,3.45,7080.958974,36.17694657,36.21109906,24663
2018,3,Single-detached,685000.0,78845.0,3.680769231,8852.033188,44.90853288,42.17672164,11361
2018,3,Apartment,455000.0,78845.0,3.680769231,5964.600695,30.2598805,28.92883586,4886
2018,3,Row housing,569000.0,78845.0,3.680769231,7411.421708,37.59995793,34.7021035,8854
2018,3,All housing types,559900.0,78845.0,3.680769231,7298.408221,37.02661283,36.21109906,25101
2018,4,Single-detached,655000.0,79397.5,3.873076923,8681.559148,43.73719147,42.17672164,8018
2018,4,Apartment,447900.0,79397.5,3.873076923,6011.467576,30.28542499,28.92883586,3647
2018,4,Row housing,555000.0,79397.5,3.873076923,7410.053333,37.33141892,34.7021035,7776
2018,4,All housing types,539900.0,79397.5,3.873076923,7218.055955,36.36414726,36.21109906,19441
2019,1,Single-detached,690000.0,79950.0,3.95,9212.293371,46.09027328,42.17672164,5376
2019,1,Apartment,456000.0,79950.0,3.95,6177.655555,30.90759502,28.92883586,2841
2019,1,Row housing,563500.0,79950.0,3.95,7588.733618,37.96739771,34.7021035,6080
2019,1,All housing types,550000.0,79950.0,3.95,7415.468348,37.10052957,36.21109906,14297
2019,2,Single-detached,675000.0,81367.5,3.95,9019.776404,44.34092926,42.17672164,9244
2019,2,Apartment,445500.0,81367.5,3.95,6035.406907,29.66986528,28.92883586,4347
2019,2,Row housing,559900.0,81367.5,3.95,7542.529546,37.07883146,34.7021035,8046
2019,2,All housing types,552500.0,81367.5,3.95,7447.554509,36.61193724,36.21109906,21637
2019,3,Single-detached,680000.0,82785.0,3.95,9083.948726,43.89176168,42.17672164,11491
2019,3,Apartment,460900.0,82785.0,3.95,6244.038257,30.16990159,28.92883586,4891
2019,3,Row housing,553450.0,82785.0,3.95,7459.74725,36.04395603,34.7021035,9626
2019,3,All housing types,558500.0,82785.0,3.95,7524.561296,36.3571241,36.21109906,26008
2019,4,Single-detached,740885.0,84202.5,3.95,9865.375094,46.86499852,42.17672164,8902
2019,4,Apartment,485000.0,84202.5,3.95,6570.532772,31.21300566,28.92883586,4236
2019,4,Row housing,570000.0,84202.5,3.95,7672.157637,36.44622256,34.7021035,7738
2019,4,All housing types,587000.0,84202.5,3.95,7890.343533,37.48270435,36.21109906,20876
2020,1,Single-detached,799950.0,85620.0,3.757692308,10377.24604,48.48047673,42.17672164,6923
2020,1,Apartment,501950.0,85620.0,3.757692308,6641.211802,31.02645084,28.92883586,3697
2020,1,Row housing,590000.0,85620.0,3.757692308,7745.097087,36.18358836,34.7021035,8642
2020,1,All housing types,597500.0,85620.0,3.757692308,7839.124795,36.62286753,36.21109906,19262
2020,2,Single-detached,755000.0,86210.0,2.45,8307.488953,38.54536111,42.17672164,7851
2020,2,Apartment,491700.0,86210.0,2.45,5508.236625,25.55729788,28.92883586,3847
2020,2,Row housing,610000.0,86210.0,2.45,6768.628331,31.40530486,34.7021035,6945
2020,2,All housing types,599999.0,86210.0,2.45,6662.489399,30.91283795,36.21109906,18643
2020,3,Single-detached,755000.0,86800.0,2.45,8307.488953,38.28335923,42.17672164,13995
2020,3,Apartment,489900.0,86800.0,2.45,5488.072245,25.2906555,28.92883586,5746
2020,3,Row housing,588000.0,86800.0,2.45,6535.14603,30.11588032,34.7021035,9637
2020,3,All housing types,615000.0,86800.0,2.45,6821.69249,31.43637092,36.21109906,29378
2020,4,Single-detached,841674.0,87390.0,2.45,9227.345543,42.23524679,42.17672164,14050
2020,4,Apartment,499900.0,87390.0,2.45,5600.096581,25.63266544,28.92883586,6519
2020,4,Row housing,622000.0,87390.0,2.45,6895.982313,31.56417125,34.7021035,9528
2020,4,All housing types,650000.0,87390.0,2.45,7193.141606,32.92432363,36.21109906,30097
2021,1,Single-detached,959000.0,87980.0,2.45,10472.50666,47.61312415,42.17672164,11224
2021,1,Apartment,497000.0,87980.0,2.45,5567.609523,25.31306899,28.92883586,5343
2021,1,Row housing,650000.0,87980.0,2.45,7193.141606,32.70353083,34.7021035,10295
2021,1,All housing types,662000.0,87980.0,2.45,7320.495589,33.28254416,36.21109906,26862
2021,2,Single-detached,1000000.0,88452.5,2.45,10907.63276,49.32650977,42.17672164,18181
2021,2,Apartment,525000.0,88452.5,2.45,5866.537621,26.52966336,28.92883586,8026
2021,2,Row housing,690000.0,88452.5,2.45,7617.654881,34.4485679,34.7021035,14645
2021,2,All housing types,707000.0,88452.5,2.45,7798.073023,35.26445504,36.21109906,40852
2021,3,Single-detached,1040000.0,88925.0,2.45,11284.9779,50.76177856,42.17672164,15831
2021,3,Apartment,560000.0,88925.0,2.45,6237.986737,28.05954113,28.92883586,6826
2021,3,Row housing,717000.0,88925.0,2.45,7904.201342,35.55446204,34.7021035,13129
2021,3,All housing types,735000.0,88925.0,2.45,8095.232316,36.41375233,36.21109906,35786
2021,4,Single-detached,1050000.0,89397.5,2.45,11379.31418,50.91558122,42.17672164,11416
2021,4,Apartment,578900.0,89397.5,2.45,6438.56926,28.80872176,28.92883586,5202
2021,4,Row housing,765000.0,89397.5,2.45,8413.617272,37.64587275,34.7021035,12111
2021,4,All housing types,730025.0,89397.5,2.45,8042.433477,35.9850487,36.21109906,28729
2022,1,Single-detached,1300000.0,89870.0,2.526923077,13877.91622,61.76884931,42.17672164,9338
2022,1,Apartment,622800.0,89870.0,2.526923077,6974.93348,31.04454648,28.92883586,4605
2022,1,Row housing,824150.0,89870.0,2.526923077,9133.634414,40.65265122,34.7021035,10522
2022,1,All housing types,800000.0,89870.0,2.526923077,8874.718955,39.50025128,36.21109906,24465
2022,2,Single-detached,1230000.0,91055.0,3.276923077,14551.78742,63.92526461,42.17672164,13139
2022,2,Apartment,620662.0,91055.0,3.276923077,7657.675403,33.63977993,28.92883586,5972
2022,2,Row housing,855000.0,91055.0,3.276923077,10425.06322,45.79677433,34.7021035,11656
2022,2,All housing types,824900.0,91055.0,3.276923077,10069.60071,44.23524555,36.21109906,30767
2022,3,Single-detached,1090000.0,92240.0,4.719230769,15574.73336,67.5400406,42.17672164,10003
2022,3,Apartment,604500.0,92240.0,4.719230769,8889.470431,38.54930803,28.92883586,4724
2022,3,Row housing,820000.0,92240.0,4.719230769,11919.27939,51.68811532,34.7021035,9254
2022,3,All housing types,785000.0,92240.0,4.719230769,11427.19905,49.55420231,36.21109906,23981
2022,4,Single-detached,995000.0,93425.0,5.911538462,16429.10164,70.34135035,42.17672164,6201
2022,4,Apartment,578900.0,93425.0,5.911538462,9745.196945,41.72415069,28.92883586,3149
2022,4,Row housing,790750.0,93425.0,5.911538462,13148.18952,56.29409481,34.7021035,7014
2022,4,All housing types,723000.0,93425.0,5.911538462,12059.90655,51.63460123,36.21109906,16364
2023,1,Single-detached,1010000.0,94610.0,6.623076923,17949.93425,75.89021983,42.17672164,4790
2023,1,Apartment,576900.0,94610.0,6.623076923,10470.02542,44.2660413,28.92883586,2832
2023,1,Row housing,801180.0,94610.0,6.623076923,14353.44463,60.68468294,34.7021035,5524
2023,1,All housing types,733000.0,94610.0,6.623076923,13172.90459,55.69349788,36.21109906,13146
2023,2,Single-detached,1060000.0,95403.6217,6.757692308,18980.28005,79.57886591,42.17672164,8866
2023,2,Apartment,592900.0,95403.6217,6.757692308,10896.7875,45.68710204,28.92883586,4622
2023,2,Row housing,820000.0,95403.6217,6.757692308,14883.81673,62.40357111,34.7021035,9336
2023,2,All housing types,761000.0,95403.6217,6.757692308,13847.99672,58.06067514,36.21109906,22824
2023,3,Single-detached,1150000.0,96197.2434,7.161538462,21234.32397,88.29493745,42.17672164,10808
2023,3,Apartment,616800.0,96197.2434,7.161538462,11787.99619,49.01594173,28.92883586,5466
2023,3,Row housing,849500.0,96197.2434,7.161538462,16043.59856,66.71126111,34.7021035,11213
2023,3,All housing types,785000.0,96197.2434,7.161538462,14864.02678,61.80645621,36.21109906,27487
2023,4,Single-detached,1085000.0,96990.8651,7.2,20255.24537,83.53465184,42.17672164,6153
2023,4,Apartment,599952.0,96990.8651,7.2,11524.00665,47.52615266,28.92883586,3312
2023,4,Row housing,850000.0,96990.8651,7.2,16114.44496,66.457578,34.7021035,6657
2023,4,All housing types,762500.0,96990.8651,7.2,14508.09997,59.83285108,36.21109906,16122
2024,1,Single-detached,1135000.0,97784.4868,7.2,21071.16663,86.19431291,42.17672164,4840
2024,1,Apartment,625000.0,97784.4868,7.2,11983.84356,49.02145096,28.92883586,2594
2024,1,Row housing,851200.0,97784.4868,7.2,16136.47483,66.00832242,34.7021035,6730
2024,1,All housing types,759000.0,97784.4868,7.2,14443.84617,59.08440753,36.21109906,14164
2024,2,Single-detached,1100000.0,98577.74591,7.142307692,20382.32332,82.70557674,42.17672164,8952
2024,2,Apartment,630000.0,98577.74591,7.142307692,12006.30389,48.71811087,28.92883586,4732
2024,2,Row housing,855160.0,98577.74591,7.142307692,16116.11038,65.39451773,34.7021035,9315
2024,2,All housing types,800000.0,98577.74591,7.142307692,15109.28445,61.30910912,36.21109906,22999
2024,3,Single-detached,1082000.0,99371.00503,6.719230769,19247.5918,77.47769804,42.17672164,9545
2024,3,Apartment,628000.0,99371.00503,6.719230769,11467.7253,46.16125317,28.92883586,4644
2024,3,Row housing,840000.0,99371.00503,6.719230769,15175.01433,61.08427435,34.7021035,9057
2024,3,All housing types,789000.0,99371.00503,6.719230769,14283.1665,57.49430227,36.21109906,23246
2024,4,Single-detached,1070000.0,100164.2641,6.026923077,17727.21051,70.79255526,42.17672164,7289
2024,4,Apartment,615000.0,100164.2641,6.026923077,10453.81374,41.74668014,28.92883586,3721
2024,4,Row housing,839900.0,100164.2641,6.026923077,14111.47397,56.35332755,34.7021035,8703
2024,4,All housing types,751000.0,100164.2641,6.026923077,12665.64918,50.57951272,36.21109906,19713
2025,1,Single-detached,1135000.0,100957.5233,5.257692308,17158.30608,67.98227821,42.17672164,5918
2025,1,Apartment,638000.0,100957.5233,5.257692308,9952.814139,39.43366999,28.92883586,3231
2025,1,Row housing,863000.0,100957.5233,5.257692308,13316.37366,52.76030246,34.7021035,7872
2025,1,All housing types,784950.0,100957.5233,5.257692308,12149.59223,48.13744173,36.21109906,17021
2025,2,Single-detached,1012500.0,101750.5355,4.95,14999.04655,58.96400044,42.17672164,8241
2025,2,Apartment,594900.0,101750.5355,4.95,8989.96329,35.34119304,28.92883586,3957
2025,2,Row housing,830000.0,101750.5355,4.95,12384.2395,48.6847148,34.7021035,9403
2025,2,All housing types,737000.0,101750.5355,4.95,11041.54411,43.40633316,36.21109906,21601
